spk	uid	orig_s	trim_s	ratio	mora	mora_per_s	cutoff_hz	band
cv_0217	common_voice_ja_36927359	6.156	4.841	0.786	35	7.23		
cv_0217	common_voice_ja_36927316	3.528	2.264	0.642	0			
cv_0217	common_voice_ja_36927292	3.312	2.380	0.719	23	9.66		
cv_0217	common_voice_ja_36927283	2.952	2.264	0.767	18	7.95		
cv_0217	common_voice_ja_36927434	4.932	4.481	0.909	27	6.03		
cv_0217	common_voice_ja_36927363	5.436	4.261	0.784	34	7.98		
cv_0217	common_voice_ja_36927398	7.848	6.246	0.796	0			
cv_0217	common_voice_ja_36927246	2.844	1.730	0.608	10	5.78		
cv_0217	common_voice_ja_36927456	3.240	3.042	0.939	17	5.59		
cv_0217	common_voice_ja_36927379	3.744	2.647	0.707	23	8.69		
cv_0217	common_voice_ja_36927231	9.216	8.394	0.911	50	5.96		
cv_0217	common_voice_ja_36927489	2.628	1.625	0.618	9	5.54		
cv_0217	common_voice_ja_36927309	6.732	5.306	0.788	43	8.10		
cv_0217	common_voice_ja_36927211	3.168	1.556	0.491	19	12.21		
cv_0217	common_voice_ja_36927491	2.844	2.241	0.788	13	5.80		
cv_0217	common_voice_ja_36927293	1.944	1.370	0.705	12	8.76		
cv_0217	common_voice_ja_36927265	3.960	2.717	0.686	24	8.83		
cv_0217	common_voice_ja_36927341	3.276	2.392	0.730	19	7.94		
cv_0217	common_voice_ja_36927370	3.708	2.624	0.708	22	8.38		
cv_0217	common_voice_ja_36927369	3.564	1.858	0.521	15	8.07		
cv_0217	common_voice_ja_36927261	2.952	1.776	0.602	19	10.70		
cv_0217	common_voice_ja_36927227	5.076	3.820	0.753	27	7.07		
cv_0217	common_voice_ja_36927254	5.040	3.773	0.749	32	8.48		
cv_0217	common_voice_ja_36927259	3.240	2.020	0.623	13	6.44		
cv_0217	common_voice_ja_36927250	2.304	1.138	0.494	11	9.67		
cv_0217	common_voice_ja_36927373	8.856	7.802	0.881	40	5.13		
cv_0217	common_voice_ja_36927385	9.396	8.673	0.923	71	8.19		
cv_0217	common_voice_ja_36927241	2.700	1.474	0.546	11	7.46		
cv_0217	common_voice_ja_36927288	2.664	2.078	0.780	20	9.62		
cv_0217	common_voice_ja_36927448	3.924	3.355	0.855	28	8.35		
cv_0217	common_voice_ja_36927397	4.644	4.075	0.877	27	6.63		
cv_0217	common_voice_ja_36927302	3.420	2.670	0.781	18	6.74		
cv_0217	common_voice_ja_36927276	4.356	3.553	0.816	25	7.04		
cv_0217	common_voice_ja_36927390	4.320	3.344	0.774	28	8.37		
cv_0217	common_voice_ja_36927207	8.640	6.722	0.778	51	7.59		
cv_0217	common_voice_ja_36927282	4.248	3.529	0.831	25	7.08		
cv_0217	common_voice_ja_36927346	3.348	2.496	0.746	21	8.41		
cv_0217	common_voice_ja_36927490	3.204	2.380	0.743	16	6.72		
cv_0217	common_voice_ja_36927344	2.952	2.194	0.743	15	6.84		
cv_0217	common_voice_ja_36927217	2.772	1.231	0.444	0			
cv_0217	common_voice_ja_36927409	2.988	2.101	0.703	0			
cv_0217	common_voice_ja_36927249	9.252	7.941	0.858	79	9.95		
cv_0217	common_voice_ja_36927378	2.628	1.347	0.513	8	5.94		
cv_0217	common_voice_ja_36927364	3.060	2.055	0.672	12	5.84		
cv_0217	common_voice_ja_36927430	4.068	2.798	0.688	27	9.65		
cv_0217	common_voice_ja_36927243	2.988	2.078	0.695	13	6.26		
cv_0217	common_voice_ja_36927445	3.456	2.833	0.820	21	7.41		
cv_0217	common_voice_ja_36927303	2.988	2.136	0.715	11	5.15		
cv_0217	common_voice_ja_36927412	3.456	2.786	0.806	21	7.54		
cv_0217	common_voice_ja_36927319	5.688	4.481	0.788	35	7.81		
cv_0217	common_voice_ja_36927432	7.452	6.211	0.833	51	8.21		
cv_0217	common_voice_ja_36927263	4.752	3.553	0.748	22	6.19		
cv_0217	common_voice_ja_36927291	2.880	2.299	0.798	18	7.83		
cv_0217	common_voice_ja_36927353	3.492	2.299	0.658	20	8.70		
cv_0217	common_voice_ja_36927347	3.492	2.926	0.838	0			
cv_0217	common_voice_ja_36927384	2.844	1.486	0.523	10	6.73		
cv_0217	common_voice_ja_36927447	3.276	2.426	0.741	19	7.83		
cv_0217	common_voice_ja_36927218	3.096	1.614	0.521	9	5.58		
cv_0217	common_voice_ja_36927328	7.992	6.908	0.864	61	8.83		
cv_0217	common_voice_ja_36927237	6.516	5.294	0.812	46	8.69		
cv_0217	common_voice_ja_36927240	8.172	7.036	0.861	0			
cv_0217	common_voice_ja_36927270	2.340	1.567	0.670	10	6.38		
cv_0217	common_voice_ja_36927416	4.104	3.355	0.817	31	9.24		
cv_0217	common_voice_ja_36927366	2.448	1.463	0.598	10	6.84		
cv_0217	common_voice_ja_36927386	2.304	1.428	0.620	12	8.40		
cv_0217	common_voice_ja_36927311	3.168	1.788	0.564	14	7.83		
cv_0217	common_voice_ja_36927310	4.536	3.309	0.729	27	8.16		
cv_0217	common_voice_ja_36927286	3.384	2.694	0.796	27	10.02		
cv_0217	common_voice_ja_36927228	4.392	3.309	0.753	28	8.46		
cv_0217	common_voice_ja_36927330	3.204	1.974	0.616	12	6.08		
cv_0217	common_voice_ja_36927481	6.372	5.248	0.824	45	8.57		
cv_0217	common_voice_ja_36927349	5.184	4.389	0.847	29	6.61		
cv_0217	common_voice_ja_36927252	3.708	3.019	0.814	26	8.61		
cv_0217	common_voice_ja_36927389	3.348	2.043	0.610	15	7.34		
cv_0217	common_voice_ja_36927208	5.796	3.529	0.609	28	7.93		
cv_0217	common_voice_ja_36927253	3.240	1.974	0.609	16	8.11		
cv_0217	common_voice_ja_36927285	3.672	3.146	0.857	27	8.58		
cv_0217	common_voice_ja_36927298	8.676	7.512	0.866	0			
cv_0217	common_voice_ja_36927279	3.996	3.204	0.802	19	5.93		
cv_0217	common_voice_ja_36927413	3.060	1.800	0.588	16	8.89		
cv_0217	common_voice_ja_36927315	8.208	7.477	0.911	0			
cv_0217	common_voice_ja_36927220	5.904	4.586	0.777	0			
cv_0217	common_voice_ja_36927388	7.956	6.339	0.797	0			
cv_0217	common_voice_ja_36927332	2.916	2.009	0.689	16	7.96		
cv_0217	common_voice_ja_36927361	6.192	4.981	0.804	0			
cv_0217	common_voice_ja_36927362	2.736	1.672	0.611	0			
cv_0217	common_voice_ja_36927324	8.964	8.278	0.923	64	7.73		
cv_0217	common_voice_ja_36927297	3.708	2.833	0.764	23	8.12		
cv_0217	common_voice_ja_36927327	5.184	4.400	0.849	36	8.18		
cv_0217	common_voice_ja_36927290	3.204	2.659	0.830	19	7.15		
cv_0217	common_voice_ja_36927296	3.276	3.065	0.936	26	8.48		
cv_0217	common_voice_ja_36927443	4.608	4.133	0.897	29	7.02		
cv_0217	common_voice_ja_36927174	4.140	3.587	0.866	15	4.18		
cv_0217	common_voice_ja_36927272	2.556	1.544	0.604	0			
cv_0217	common_voice_ja_36927338	6.156	4.969	0.807	0			
cv_0217	common_voice_ja_36927352	4.284	3.262	0.761	27	8.28		
cv_0217	common_voice_ja_36927312	2.304	1.242	0.539	9	7.25		
cv_0217	common_voice_ja_36927400	2.160	1.358	0.629	10	7.36		
cv_0217	common_voice_ja_36927425	3.312	2.728	0.824	16	5.87		
cv_0217	common_voice_ja_36927442	6.408	6.246	0.975	0			
cv_0217	common_voice_ja_36927426	7.920	6.780	0.856	59	8.70		
cv_0217	common_voice_ja_36927238	7.632	6.943	0.910	47	6.77		
cv_0217	common_voice_ja_36927375	2.664	1.556	0.584	13	8.35		
cv_0217	common_voice_ja_36927175	3.240	2.508	0.774	12	4.78		
cv_0217	common_voice_ja_36927360	3.384	2.624	0.775	12	4.57		
cv_0217	common_voice_ja_36927429	7.704	6.374	0.827	57	8.94		
cv_0217	common_voice_ja_36927301	2.916	2.113	0.725	20	9.47		
cv_0217	common_voice_ja_36927345	3.096	2.322	0.750	17	7.32		
cv_0217	common_voice_ja_36927459	3.096	2.519	0.814	18	7.15		
cv_0217	common_voice_ja_36927336	4.140	3.274	0.791	26	7.94		
cv_0217	common_voice_ja_36927239	5.580	2.612	0.468	21	8.04		
cv_0217	common_voice_ja_36927258	6.480	5.224	0.806	47	9.00		
cv_0217	common_voice_ja_36927358	5.868	4.331	0.738	36	8.31		
cv_0217	common_voice_ja_36927435	2.988	2.810	0.940	15	5.34		
cv_0217	common_voice_ja_36927441	10.116	9.033	0.893	0			
cv_0217	common_voice_ja_36927314	4.428	3.680	0.831	24	6.52		
cv_0217	common_voice_ja_36927342	3.564	2.438	0.684	0			
cv_0217	common_voice_ja_36927329	2.916	2.194	0.752	19	8.66		
cv_0217	common_voice_ja_36927224	3.024	1.776	0.587	11	6.19		
cv_0217	common_voice_ja_36927278	3.204	2.218	0.692	18	8.12		
cv_0217	common_voice_ja_36927395	5.148	4.156	0.807	0			
cv_0217	common_voice_ja_36927289	7.164	6.223	0.869	50	8.03		
cv_0217	common_voice_ja_36927356	9.252	8.278	0.895	0			
cv_0217	common_voice_ja_36927219	3.816	2.310	0.605	18	7.79		
cv_0217	common_voice_ja_36927295	4.248	2.926	0.689	0			
cv_0217	common_voice_ja_36927357	4.104	3.576	0.871	32	8.95		
cv_0217	common_voice_ja_36927300	2.556	1.451	0.568	14	9.65		
cv_0217	common_voice_ja_36927453	3.600	3.123	0.868	23	7.36		
cv_0217	common_voice_ja_36927411	2.376	1.649	0.694	14	8.49		
cv_0217	common_voice_ja_36927436	3.888	3.332	0.857	24	7.20		
cv_0217	common_voice_ja_36927381	4.032	3.262	0.809	24	7.36		
cv_0217	common_voice_ja_36927210	3.924	2.276	0.580	21	9.23		
cv_0217	common_voice_ja_36927308	2.988	1.962	0.657	13	6.63		
cv_0217	common_voice_ja_36927371	8.748	7.605	0.869	0			
cv_0217	common_voice_ja_36927393	6.516	5.956	0.914	48	8.06		
cv_0217	common_voice_ja_36927372	2.988	1.649	0.552	10	6.06		
cv_0217	common_voice_ja_36927214	8.064	6.885	0.854	46	6.68		
cv_0217	common_voice_ja_36927260	2.628	1.602	0.610	14	8.74		
cv_0217	common_voice_ja_36927215	3.924	2.334	0.595	20	8.57		
cv_0217	common_voice_ja_36927322	4.248	3.344	0.787	29	8.67		
cv_0217	common_voice_ja_36927438	3.960	3.344	0.844	23	6.88		
cv_0217	common_voice_ja_36927305	5.508	4.249	0.771	35	8.24		
cv_0217	common_voice_ja_36927333	5.832	5.236	0.898	34	6.49		
cv_0217	common_voice_ja_36927458	3.240	2.775	0.856	16	5.77		
cv_0217	common_voice_ja_36927248	7.560	6.130	0.811	45	7.34		
cv_0217	common_voice_ja_36927273	2.844	1.834	0.645	12	6.54		
cv_0217	common_voice_ja_36927274	2.340	1.300	0.556	9	6.92		
cv_0217	common_voice_ja_36927299	6.264	4.841	0.773	47	9.71		
cv_0217	common_voice_ja_36927334	2.988	2.055	0.688	10	4.87		
cv_0217	common_voice_ja_36927304	2.916	1.660	0.569	10	6.02		
cv_0217	common_voice_ja_36927396	3.564	3.007	0.844	22	7.32		
cv_0217	common_voice_ja_36927223	3.528	2.438	0.691	0			
cv_0217	common_voice_ja_36927399	9.324	8.661	0.929	75	8.66		
cv_0217	common_voice_ja_36927280	2.916	2.218	0.761	13	5.86		
cv_0217	common_voice_ja_36927394	2.772	2.322	0.838	0			
cv_0217	common_voice_ja_36927294	2.736	1.080	0.395	0			
cv_0217	common_voice_ja_36927387	2.952	1.823	0.618	10	5.49		
cv_0217	common_voice_ja_36927427	2.844	2.276	0.800	13	5.71		
cv_0217	common_voice_ja_36927216	5.436	4.005	0.737	31	7.74		
cv_0217	common_voice_ja_36927444	2.988	2.531	0.847	18	7.11		
cv_0217	common_voice_ja_36927234	5.904	4.412	0.747	32	7.25		
cv_0217	common_voice_ja_36927222	8.964	7.024	0.784	0			
cv_0217	common_voice_ja_36927460	5.076	4.505	0.888	34	7.55		
cv_0217	common_voice_ja_36927242	2.412	1.335	0.553	10	7.49		
cv_0217	common_voice_ja_36927423	4.140	3.564	0.861	25	7.01		
cv_0217	common_voice_ja_36927351	3.888	2.461	0.633	23	9.35		
cv_0217	common_voice_ja_36927233	3.780	2.183	0.578	0			
cv_0217	common_voice_ja_36927275	2.520	1.451	0.576	11	7.58		
cv_0217	common_voice_ja_36927232	3.960	2.508	0.633	23	9.17		
cv_0217	common_voice_ja_36927455	2.880	2.531	0.879	11	4.35		
cv_0217	common_voice_ja_36927414	5.904	4.748	0.804	0			
cv_0217	common_voice_ja_36927410	2.412	1.846	0.765	9	4.88		
cv_0217	common_voice_ja_36927367	5.400	4.307	0.798	37	8.59		
cv_0217	common_voice_ja_36927383	6.120	4.354	0.711	35	8.04		
cv_0217	common_voice_ja_36927230	2.592	1.254	0.484	8	6.38		
cv_0217	common_voice_ja_36927424	2.592	1.985	0.766	11	5.54		
cv_0217	common_voice_ja_36927317	3.312	2.194	0.662	11	5.01		
cv_0218	common_voice_ja_42180948	3.456	2.635	0.762	17	6.45	11009.063532488986	~11-12k(源22-24k)
cv_0218	common_voice_ja_42180956	5.076	3.808	0.750	30	7.88	11005.04239710366	~11-12k(源22-24k)
cv_0218	common_voice_ja_42146204	2.808	0.975	0.347	7	7.18		
cv_0218	common_voice_ja_42180878	3.528	2.241	0.635	9	4.02		
cv_0218	common_voice_ja_42181034	4.896	3.379	0.690	22	6.51		
cv_0218	common_voice_ja_42180963	2.016	1.567	0.777	2	1.28		
cv_0218	common_voice_ja_42145954	5.148	3.611	0.701	0			
cv_0218	common_voice_ja_42181039	7.020	5.968	0.850	0			
cv_0218	common_voice_ja_42180961	2.556	1.370	0.536	9	6.57		
cv_0218	common_voice_ja_42180964	4.068	3.239	0.796	16	4.94		
cv_0218	common_voice_ja_42181029	6.876	5.132	0.746	0			
cv_0218	common_voice_ja_42180975	1.980	0.836	0.422	6	7.18		
cv_0218	common_voice_ja_42180880	2.808	1.091	0.389	0			
cv_0218	common_voice_ja_42180958	3.420	1.869	0.546	0			
cv_0218	common_voice_ja_42180962	3.816	0.987	0.259	0			
cv_0218	common_voice_ja_42146208	2.340	0.778	0.332	5	6.43		
cv_0218	common_voice_ja_42145967	4.428	1.869	0.422	15	8.03		
cv_0218	common_voice_ja_42146655	4.896	1.138	0.232	8	7.03		
cv_0218	common_voice_ja_42181027	6.696	3.808	0.569	0			
cv_0218	common_voice_ja_42146658	2.808	1.614	0.575	12	7.43		
cv_0218	common_voice_ja_42180947	3.528	2.368	0.671	18	7.60		
cv_0218	common_voice_ja_42146670	4.068	3.065	0.753	12	3.92		
cv_0218	common_voice_ja_42145966	4.320	2.241	0.519	0			
cv_0218	common_voice_ja_42147961	3.888	1.637	0.421	7	4.28		
cv_0218	common_voice_ja_42145947	5.436	2.752	0.506	17	6.18		
cv_0218	common_voice_ja_42181036	2.736	1.904	0.696	10	5.25		
cv_0218	common_voice_ja_42147979	3.888	3.355	0.863	19	5.66		
cv_0218	common_voice_ja_42147973	10.368	8.522	0.822	0			
cv_0218	common_voice_ja_42180875	4.428	2.984	0.674	17	5.70		
cv_0218	common_voice_ja_42178291	14.868	13.108	0.882	0			
cv_0218	common_voice_ja_42147964	2.700	1.057	0.391	9	8.51		
cv_0218	common_voice_ja_42180929	4.176	2.740	0.656	20	7.30		
cv_0218	common_voice_ja_42146206	3.240	1.881	0.581	16	8.51		
cv_0218	common_voice_ja_42180877	3.708	1.846	0.498	14	7.58		
cv_0218	common_voice_ja_42181031	2.520	1.103	0.438	8	7.25		
cv_0218	common_voice_ja_42178309	4.176	3.019	0.723	18	5.96		
cv_0218	common_voice_ja_42181041	2.088	0.569	0.273	3	5.27		
cv_0218	common_voice_ja_42180945	5.328	3.135	0.588	26	8.29		
cv_0218	common_voice_ja_42178285	3.096	1.231	0.398	10	8.12		
cv_0218	common_voice_ja_42180928	7.416	6.153	0.830	44	7.15		
cv_0218	common_voice_ja_42178283	5.940	4.458	0.751	0			
cv_0218	common_voice_ja_42178282	3.960	2.125	0.537	3	1.41		
cv_0218	common_voice_ja_42180926	2.700	1.702	0.630	4	2.35		
cv_0218	common_voice_ja_42180972	4.320	0.929	0.215	6	6.46		
cv_0218	common_voice_ja_42147963	6.048	4.795	0.793	34	7.09		
cv_0218	common_voice_ja_42147975	4.356	2.589	0.594	0			
cv_0218	common_voice_ja_42178286	2.556	1.289	0.504	6	4.65		
cv_0218	common_voice_ja_42147965	4.968	3.471	0.699	0			
cv_0218	common_voice_ja_42180879	6.660	5.317	0.798	49	9.22		
cv_0218	common_voice_ja_42180903	10.908	7.605	0.697	0			
cv_0218	common_voice_ja_42147962	3.096	1.358	0.439	0			
cv_0218	common_voice_ja_42180908	2.520	0.511	0.203	3	5.87		
cv_0218	common_voice_ja_42180959	2.556	1.045	0.409	9	8.61		
cv_0218	common_voice_ja_42181030	4.320	0.580	0.134	3	5.17		
cv_0218	common_voice_ja_42147119	4.140	1.718	0.415	0			
cv_0218	common_voice_ja_42145953	4.896	3.344	0.683	26	7.78		
cv_0218	common_voice_ja_42180927	2.916	1.985	0.681	10	5.04		
cv_0218	common_voice_ja_42180902	3.636	2.754	0.757	13	4.72		
cv_0218	common_voice_ja_42147120	4.320	3.274	0.758	22	6.72		
cv_0219	common_voice_ja_28594277	6.660	4.296	0.645	39	9.08	10717.715371621622	~11-12k(源22-24k)
cv_0219	common_voice_ja_28593994	7.560	7.152	0.946	30	4.19	10504.287997159092	~11-12k(源22-24k)
cv_0219	common_voice_ja_28594002	6.264	5.851	0.934	26	4.44		
cv_0219	common_voice_ja_36439513	3.240	2.879	0.889	16	5.56		
cv_0219	common_voice_ja_28595666	7.776	4.551	0.585	41	9.01		
cv_0219	common_voice_ja_28594262	7.848	6.676	0.851	0			
cv_0219	common_voice_ja_28594091	8.604	8.301	0.965	48	5.78		
cv_0219	common_voice_ja_28594614	2.484	1.010	0.407	9	8.91		
cv_0219	common_voice_ja_36439560	3.024	2.171	0.718	16	7.37		
cv_0219	common_voice_ja_36439498	2.592	2.218	0.856	13	5.86		
cv_0219	common_voice_ja_28594258	5.940	5.817	0.979	37	6.36		
cv_0219	common_voice_ja_28594626	3.852	1.974	0.512	20	10.13		
cv_0219	common_voice_ja_36439475	2.268	2.222	0.980	7	3.15		
cv_0219	common_voice_ja_36439507	4.500	4.133	0.918	0			
cv_0219	common_voice_ja_36439514	2.088	1.718	0.823	7	4.07		
cv_0219	common_voice_ja_36439516	3.312	2.926	0.883	22	7.52		
cv_0219	common_voice_ja_28684415	4.500	2.879	0.640	0			
cv_0219	common_voice_ja_28595670	3.240	1.405	0.434	0			
cv_0219	common_voice_ja_28594468	4.932	3.646	0.739	27	7.41		
cv_0219	common_voice_ja_28603935	4.716	3.274	0.694	27	8.25		
cv_0219	common_voice_ja_36439521	3.348	2.984	0.891	17	5.70		
cv_0219	common_voice_ja_28594278	6.876	5.666	0.824	42	7.41		
cv_0219	common_voice_ja_28594023	7.380	5.155	0.699	47	9.12		
cv_0219	common_voice_ja_28594265	5.004	3.611	0.722	23	6.37		
cv_0219	common_voice_ja_28594260	5.724	3.413	0.596	0			
cv_0219	common_voice_ja_28594979	4.284	2.635	0.615	23	8.73		
cv_0219	common_voice_ja_36439533	5.832	5.770	0.989	31	5.37		
cv_0219	common_voice_ja_28595699	3.528	1.544	0.438	16	10.36		
cv_0219	common_voice_ja_28657960	3.528	2.055	0.582	18	8.76		
cv_0219	common_voice_ja_28594024	6.300	3.901	0.619	35	8.97		
cv_0219	common_voice_ja_28595685	4.248	2.357	0.555	25	10.61		
cv_0219	common_voice_ja_28594021	5.544	3.286	0.593	29	8.83		
cv_0219	common_voice_ja_28594966	7.164	5.561	0.776	50	8.99		
cv_0219	common_voice_ja_28594279	6.300	5.132	0.815	0			
cv_0219	common_voice_ja_36439553	7.704	7.338	0.952	55	7.50		
cv_0219	common_voice_ja_36439499	2.268	1.904	0.840	14	7.35		
cv_0219	common_voice_ja_36439472	2.952	2.917	0.988	15	5.14		
cv_0219	common_voice_ja_28594980	7.020	5.224	0.744	48	9.19		
cv_0219	common_voice_ja_28594259	8.568	6.420	0.749	55	8.57		
cv_0219	common_voice_ja_28594628	8.676	6.769	0.780	58	8.57		
cv_0219	common_voice_ja_28594469	4.860	3.704	0.762	26	7.02		
cv_0219	common_voice_ja_36439481	3.888	3.831	0.985	21	5.48		
cv_0219	common_voice_ja_28594461	4.464	2.972	0.666	23	7.74		
cv_0219	common_voice_ja_28594004	8.100	7.697	0.950	31	4.03		
cv_0219	common_voice_ja_36439579	4.104	3.727	0.908	25	6.71		
cv_0219	common_voice_ja_36439508	4.284	3.889	0.908	0			
cv_0219	common_voice_ja_28594276	4.896	3.599	0.735	25	6.95		
cv_0219	common_voice_ja_28594624	3.816	1.800	0.472	18	10.00		
cv_0219	common_voice_ja_28594094	6.300	4.470	0.710	0			
cv_0219	common_voice_ja_36439561	2.592	2.229	0.860	12	5.38		
cv_0219	common_voice_ja_28594994	5.220	3.460	0.663	34	9.83		
cv_0219	common_voice_ja_36439551	5.004	4.621	0.923	0			
cv_0219	common_voice_ja_36439501	1.764	1.382	0.783	6	4.34		
cv_0219	common_voice_ja_28596179	6.336	5.132	0.810	32	6.24		
cv_0219	common_voice_ja_36439478	5.112	4.760	0.931	0			
cv_0219	common_voice_ja_28594462	3.888	2.949	0.758	20	6.78		
cv_0219	common_voice_ja_28594244	5.580	3.448	0.618	31	8.99		
cv_0219	common_voice_ja_28594242	7.200	4.807	0.668	44	9.15		
cv_0219	common_voice_ja_28594095	6.372	5.132	0.805	33	6.43		
cv_0219	common_voice_ja_28594460	6.984	5.712	0.818	35	6.13		
cv_0219	common_voice_ja_36439500	6.840	6.467	0.945	53	8.20		
cv_0219	common_voice_ja_28594616	3.600	2.055	0.571	19	9.25		
cv_0219	common_voice_ja_36439509	2.772	2.392	0.863	11	4.60		
cv_0219	common_voice_ja_28594635	4.068	2.740	0.674	24	8.76		
cv_0219	common_voice_ja_28594001	7.164	6.769	0.945	34	5.02		
cv_0219	common_voice_ja_28594464	5.112	4.168	0.815	29	6.96		
cv_0219	common_voice_ja_36439492	7.164	6.780	0.946	53	7.82		
cv_0219	common_voice_ja_28594964	3.672	1.509	0.411	15	9.94		
cv_0219	common_voice_ja_36439520	6.120	5.770	0.943	0			
cv_0219	common_voice_ja_28594637	6.660	5.016	0.753	38	7.58		
cv_0219	common_voice_ja_28594005	7.524	7.129	0.948	0			
cv_0219	common_voice_ja_28594470	4.608	3.274	0.711	0			
cv_0219	common_voice_ja_28595664	4.572	2.577	0.564	25	9.70		
cv_0219	common_voice_ja_28657959	7.380	6.304	0.854	48	7.61		
cv_0219	common_voice_ja_28594995	6.084	3.936	0.647	33	8.38		
cv_0219	common_voice_ja_28594962	4.176	1.718	0.411	16	9.31		
cv_0219	common_voice_ja_28594596	4.320	2.554	0.591	24	9.40		
cv_0219	common_voice_ja_28594978	5.364	3.216	0.600	30	9.33		
cv_0219	common_voice_ja_28594992	6.444	4.574	0.710	38	8.31		
cv_0219	common_voice_ja_28594611	5.292	3.320	0.627	29	8.73		
cv_0219	common_voice_ja_28594257	4.356	4.214	0.967	24	5.70		
cv_0219	common_voice_ja_28593993	6.948	6.548	0.942	34	5.19		
cv_0219	common_voice_ja_28594484	4.932	2.937	0.595	0			
cv_0219	common_voice_ja_28594638	3.996	2.438	0.610	21	8.61		
cv_0219	common_voice_ja_28595663	7.020	4.807	0.685	0			
cv_0219	common_voice_ja_28594463	3.924	2.868	0.731	18	6.28		
cv_0219	common_voice_ja_28594594	3.348	1.637	0.489	15	9.16		
cv_0219	common_voice_ja_36439531	2.700	2.345	0.869	15	6.40		
cv_0219	common_voice_ja_28594487	5.004	3.216	0.643	27	8.40		
cv_0219	common_voice_ja_36439562	4.968	4.586	0.923	31	6.76		
cv_0219	common_voice_ja_28594991	5.112	3.437	0.672	30	8.73		
cv_0219	common_voice_ja_36439517	2.952	2.868	0.972	14	4.88		
cv_0219	common_voice_ja_28595719	5.400	3.448	0.639	32	9.28		
cv_0219	common_voice_ja_36439563	4.068	3.646	0.896	0			
cv_0219	common_voice_ja_28595174	2.664	1.231	0.462	11	8.94		
cv_0219	common_voice_ja_28603933	4.716	2.426	0.514	20	8.24		
cv_0219	common_voice_ja_28594634	2.556	1.045	0.409	10	9.57		
cv_0219	common_voice_ja_28594261	3.600	3.379	0.939	17	5.03		
cv_0219	common_voice_ja_36439578	7.020	6.653	0.948	50	7.52		
cv_0219	common_voice_ja_36439473	3.780	3.471	0.918	18	5.19		
cv_0219	common_voice_ja_28595718	3.528	1.869	0.530	10	5.35		
cv_0219	common_voice_ja_28594625	2.916	1.416	0.486	14	9.89		
cv_0219	common_voice_ja_28595701	7.668	5.143	0.671	48	9.33		
cv_0219	common_voice_ja_28594597	3.528	1.741	0.493	16	9.19		
cv_0219	common_voice_ja_36439532	4.716	4.447	0.943	0			
cv_0219	common_voice_ja_28594025	7.560	5.387	0.713	0			
cv_0219	common_voice_ja_36439493	2.448	2.078	0.849	12	5.77		
cv_0219	common_voice_ja_28657958	3.672	1.672	0.455	15	8.97		
cv_0219	common_voice_ja_28594264	5.112	2.833	0.554	0			
cv_0219	common_voice_ja_36439505	9.252	8.858	0.957	0			
cv_0219	common_voice_ja_36439506	5.292	4.946	0.935	0			
cv_0219	common_voice_ja_28594486	5.328	3.529	0.662	32	9.07		
cv_0219	common_voice_ja_36439575	3.384	2.984	0.882	19	6.37		
cv_0219	common_voice_ja_28595178	7.776	5.944	0.764	48	8.08		
cv_0219	common_voice_ja_28595180	6.228	4.249	0.682	0			
cv_0219	common_voice_ja_28594488	4.104	2.334	0.569	0			
cv_0219	common_voice_ja_28594977	6.732	4.609	0.685	0			
cv_0219	common_voice_ja_28593991	4.572	4.180	0.914	0			
cv_0219	common_voice_ja_28593995	4.356	3.901	0.896	20	5.13		
cv_0219	common_voice_ja_36439496	3.600	3.204	0.890	20	6.24		
cv_0219	common_voice_ja_28594618	4.032	2.357	0.585	23	9.76		
cv_0220	common_voice_ja_36361417	3.456	2.368	0.685	10	4.22	10512.003102022058	~11-12k(源22-24k)
cv_0220	common_voice_ja_36362057	8.100	6.548	0.808	0		10587.921791888297	~11-12k(源22-24k)
cv_0220	common_voice_ja_36360764	2.988	1.672	0.560	14	8.37		
cv_0220	common_voice_ja_36361952	4.320	2.786	0.645	25	8.97		
cv_0220	common_voice_ja_36362056	8.640	6.281	0.727	55	8.76		
cv_0220	common_voice_ja_36363144	4.068	2.554	0.628	0			
cv_0220	common_voice_ja_36360831	5.760	3.704	0.643	33	8.91		
cv_0220	common_voice_ja_36363143	9.396	7.744	0.824	55	7.10		
cv_0220	common_voice_ja_36363928	8.820	6.699	0.760	62	9.26		
cv_0220	common_voice_ja_36361956	3.276	2.310	0.705	19	8.23		
cv_0220	common_voice_ja_36363140	2.556	1.022	0.400	9	8.81		
cv_0220	common_voice_ja_36363927	3.528	1.683	0.477	0			
cv_0220	common_voice_ja_36361545	3.060	1.916	0.626	11	5.74		
cv_0220	common_voice_ja_36363931	4.428	2.577	0.582	26	10.09		
cv_0220	common_voice_ja_36361795	4.248	2.635	0.620	23	8.73		
cv_0220	common_voice_ja_36360752	4.860	4.783	0.984	0			
cv_0220	common_voice_ja_36361661	7.236	5.550	0.767	41	7.39		
cv_0220	common_voice_ja_36363034	2.556	1.022	0.400	9	8.81		
cv_0220	common_voice_ja_36361300	4.788	3.146	0.657	29	9.22		
cv_0220	common_voice_ja_36360832	5.868	4.156	0.708	33	7.94		
cv_0220	common_voice_ja_36362377	9.396	7.755	0.825	93	11.99		
cv_0220	common_voice_ja_36361543	4.140	2.577	0.622	13	5.04		
cv_0220	common_voice_ja_36362858	4.140	2.403	0.580	23	9.57		
cv_0220	common_voice_ja_36363030	5.760	4.818	0.836	35	7.26		
